id1,id2,weight
0,1,1
0,3,1
0,4,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
0,12,1
0,13,1
0,14,1
0,16,1
0,17,1
0,18,1
0,21,1
0,22,1
0,23,1
0,33,1
0,35,1
0,38,1
0,41,1
0,42,1
0,43,1
0,47,1
0,52,1
0,54,1
0,56,1
0,59,1
0,60,1
0,63,1
0,64,1
0,69,1
0,71,1
0,74,1
0,86,1
0,103,1
0,106,1
0,110,1
0,117,1
0,122,1
0,124,1
0,137,1
0,141,1
0,149,1
0,167,1
0,168,1
0,173,1
0,184,1
0,188,1
0,192,1
0,199,1
0,211,1
0,215,1
0,220,1
0,228,1
0,230,1
0,245,1
0,248,1
0,255,1
0,257,1
0,259,1
0,272,1
0,274,1
0,276,1
0,278,1
0,279,1
0,286,1
0,289,1
0,300,1
0,302,1
0,308,1
0,310,1
0,325,1
0,333,1
0,349,1
0,355,1
0,358,1
0,398,1
0,407,1
0,424,1
0,450,1
0,456,1
0,457,1
0,459,1
0,463,1
0,502,1
0,514,1
0,522,1
0,525,1
0,531,1
0,538,1
0,563,1
0,581,1
0,601,1
0,608,1
0,645,1
0,651,1
0,653,1
0,668,1
0,683,1
0,691,1
0,699,1
0,716,1
0,746,1
0,756,1
0,782,1
0,786,1
0,796,1
0,810,1
0,826,1
0,892,1
0,904,1
0,912,1
0,922,1
0,973,1
0,989,1
1,2,1
1,11,1
1,25,1
1,31,1
1,58,1
1,109,1
1,118,1
1,146,1
1,157,1
1,166,1
1,175,1
1,226,1
1,282,1
1,353,1
1,404,1
1,536,1
1,558,1
1,562,1
1,824,1
1,978,1
2,5,1
2,49,1
2,114,1
2,129,1
2,206,1
2,212,1
2,431,1
2,671,1
2,695,1
3,68,1
3,107,1
3,217,1
3,223,1
3,277,1
3,315,1
3,369,1
3,735,1
3,857,1
3,915,1
4,15,1
4,154,1
4,195,1
4,203,1
4,208,1
4,692,1
4,733,1
4,980,1
5,125,1
6,292,1
6,605,1
7,142,1
7,832,1
8,26,1
8,48,1
8,85,1
8,128,1
8,131,1
8,236,1
8,339,1
8,411,1
8,532,1
8,706,1
8,732,1
8,803,1
8,845,1
8,872,1
8,985,1
9,30,1
9,44,1
9,66,1
9,67,1
9,89,1
9,100,1
9,108,1
9,178,1
9,183,1
9,237,1
9,262,1
9,305,1
9,368,1
9,557,1
9,736,1
9,971,1
10,329,1
11,330,1
11,485,1
11,526,1
12,57,1
13,20,1
13,24,1
13,53,1
13,246,1
13,314,1
13,351,1
13,416,1
13,423,1
13,686,1
13,759,1
13,794,1
13,827,1
13,894,1
14,32,1
14,207,1
14,719,1
15,283,1
15,394,1
15,586,1
15,951,1
16,45,1
16,179,1
16,430,1
16,809,1
17,19,1
17,28,1
17,83,1
17,95,1
17,171,1
17,176,1
17,210,1
17,373,1
17,388,1
17,467,1
17,490,1
17,600,1
17,640,1
17,664,1
17,690,1
17,728,1
17,849,1
17,860,1
18,34,1
18,72,1
18,101,1
19,140,1
19,444,1
20,37,1
20,39,1
20,40,1
20,80,1
20,87,1
20,88,1
20,197,1
20,346,1
20,395,1
20,410,1
20,552,1
20,723,1
20,936,1
21,678,1
21,988,1
22,29,1
22,76,1
22,975,1
23,312,1
23,687,1
23,829,1
23,853,1
23,883,1
24,77,1
24,78,1
24,216,1
24,242,1
25,478,1
25,543,1
26,27,1
26,50,1
26,160,1
26,200,1
26,239,1
26,287,1
26,374,1
26,592,1
26,764,1
26,932,1
26,954,1
26,964,1
26,997,1
26,1016,1
29,62,1
29,73,1
29,82,1
29,84,1
29,123,1
29,163,1
29,174,1
29,247,1
29,260,1
29,442,1
29,445,1
29,484,1
29,521,1
29,606,1
29,701,1
29,856,1
31,233,1
31,599,1
31,914,1
32,36,1
32,136,1
32,139,1
32,204,1
32,440,1
32,621,1
32,630,1
32,704,1
32,789,1
33,61,1
33,75,1
33,97,1
33,115,1
33,225,1
33,352,1
33,361,1
33,408,1
33,432,1
33,579,1
33,891,1
34,55,1
34,745,1
34,1005,1
35,508,1
35,615,1
36,301,1
37,130,1
37,147,1
37,205,1
37,213,1
37,401,1
37,474,1
37,650,1
37,726,1
38,104,1
38,263,1
38,566,1
38,729,1
38,1011,1
38,1022,1
39,94,1
39,313,1
39,340,1
39,367,1
40,99,1
40,311,1
40,871,1
41,180,1
41,201,1
41,264,1
41,435,1
41,471,1
41,572,1
41,771,1
41,903,1
42,797,1
43,65,1
43,112,1
43,590,1
45,46,1
45,165,1
45,268,1
45,999,1
46,553,1
46,597,1
46,698,1
47,331,1
48,51,1
48,98,1
48,119,1
48,150,1
48,583,1
48,644,1
48,748,1
48,998,1
49,90,1
49,93,1
49,102,1
49,177,1
49,194,1
49,214,1
49,281,1
49,386,1
49,488,1
49,610,1
49,846,1
50,143,1
50,172,1
50,241,1
50,327,1
50,758,1
50,770,1
50,777,1
50,864,1
51,359,1
52,218,1
52,304,1
52,422,1
52,434,1
54,81,1
54,92,1
54,161,1
54,323,1
54,338,1
54,520,1
54,715,1
55,449,1
55,722,1
56,365,1
57,127,1
57,209,1
57,271,1
57,293,1
57,393,1
57,402,1
57,441,1
57,960,1
58,297,1
58,348,1
58,481,1
58,496,1
58,703,1
58,710,1
58,833,1
61,70,1
61,588,1
61,740,1
64,151,1
65,476,1
65,785,1
66,79,1
66,554,1
68,105,1
68,133,1
68,135,1
68,144,1
68,191,1
68,341,1
68,550,1
68,659,1
68,660,1
68,835,1
68,896,1
69,469,1
70,235,1
70,258,1
70,618,1
71,116,1
71,376,1
71,384,1
71,425,1
71,428,1
71,593,1
71,717,1
72,113,1
72,134,1
74,219,1
74,332,1
74,724,1
74,830,1
75,152,1
75,528,1
75,612,1
75,918,1
76,897,1
77,153,1
77,379,1
77,609,1
77,647,1
77,661,1
78,193,1
78,342,1
78,344,1
78,387,1
78,470,1
78,790,1
79,658,1
79,742,1
81,155,1
82,317,1
82,336,1
82,460,1
82,591,1
83,417,1
83,447,1
85,91,1
85,126,1
85,162,1
85,280,1
85,363,1
85,654,1
85,751,1
85,877,1
87,669,1
87,898,1
88,156,1
88,549,1
89,96,1
89,132,1
89,190,1
89,224,1
89,261,1
89,275,1
89,382,1
89,429,1
89,629,1
89,672,1
89,741,1
89,946,1
90,196,1
92,299,1
92,427,1
92,788,1
92,966,1
93,120,1
93,321,1
93,580,1
93,688,1
93,713,1
93,838,1
94,265,1
94,322,1
94,1010,1
95,494,1
96,793,1
97,768,1
98,273,1
98,288,1
98,350,1
98,720,1
98,763,1
98,873,1
99,111,1
100,138,1
100,170,1
101,121,1
101,243,1
101,950,1
104,584,1
107,767,1
108,863,1
109,148,1
109,381,1
109,465,1
109,596,1
109,623,1
111,866,1
112,439,1
112,965,1
113,708,1
113,774,1
113,804,1
113,823,1
115,159,1
115,953,1
116,252,1
116,345,1
117,375,1
118,613,1
118,620,1
118,737,1
119,240,1
119,318,1
119,378,1
119,453,1
120,326,1
121,475,1
121,908,1
121,1001,1
122,145,1
123,158,1
123,234,1
124,169,1
126,535,1
126,784,1
127,396,1
127,436,1
127,517,1
127,731,1
127,983,1
129,602,1
130,328,1
131,362,1
131,454,1
133,182,1
133,285,1
136,462,1
136,707,1
136,807,1
136,816,1
142,296,1
142,776,1
143,625,1
143,986,1
144,249,1
144,364,1
144,412,1
145,187,1
146,551,1
146,1008,1
147,164,1
147,452,1
147,594,1
147,718,1
148,198,1
148,1019,1
151,256,1
151,400,1
151,403,1
152,295,1
152,418,1
152,433,1
152,607,1
152,697,1
152,889,1
152,923,1
153,648,1
153,817,1
154,464,1
154,673,1
154,1009,1
155,825,1
156,472,1
158,421,1
160,202,1
160,253,1
161,251,1
161,636,1
162,335,1
162,480,1
162,545,1
162,663,1
162,1007,1
163,694,1
163,934,1
167,656,1
169,356,1
170,366,1
172,819,1
173,186,1
173,189,1
173,468,1
176,185,1
176,221,1
176,319,1
176,820,1
176,886,1
177,787,1
177,813,1
178,370,1
180,181,1
181,232,1
181,270,1
181,354,1
181,443,1
181,512,1
181,518,1
181,542,1
181,565,1
181,573,1
181,631,1
181,867,1
181,943,1
182,727,1
183,309,1
186,902,1
191,238,1
191,316,1
191,455,1
191,865,1
193,766,1
193,882,1
195,927,1
198,231,1
198,250,1
198,415,1
198,466,1
198,507,1
198,569,1
198,750,1
198,831,1
198,834,1
198,911,1
199,303,1
200,711,1
201,320,1
201,956,1
201,1015,1
202,298,1
203,509,1
203,906,1
205,497,1
205,730,1
206,510,1
208,222,1
208,461,1
208,556,1
209,503,1
209,611,1
210,227,1
210,534,1
213,641,1
