id1,id2,weight
0,1,1
0,2,1
0,4,1
0,8,1
0,16,1
0,32,1
0,64,1
0,128,1
2,3,1
4,5,1
4,6,1
6,7,1
8,9,1
8,10,1
8,12,1
10,11,1
12,13,1
12,14,1
14,15,1
16,17,1
16,18,1
16,20,1
16,24,1
18,19,1
20,21,1
20,22,1
24,25,1
24,26,1
24,28,1
22,23,1
26,27,1
28,29,1
28,30,1
30,31,1
32,33,1
32,34,1
32,36,1
32,40,1
32,48,1
34,35,1
36,37,1
36,38,1
40,41,1
40,42,1
40,44,1
48,49,1
48,50,1
48,52,1
48,56,1
38,39,1
42,43,1
44,45,1
44,46,1
46,47,1
50,51,1
52,53,1
52,54,1
56,57,1
56,58,1
56,60,1
54,55,1
58,59,1
60,61,1
60,62,1
62,63,1
64,65,1
64,66,1
64,68,1
64,72,1
64,80,1
64,96,1
66,67,1
68,69,1
68,70,1
72,73,1
72,74,1
72,76,1
80,81,1
80,82,1
80,84,1
80,88,1
96,97,1
96,98,1
96,100,1
96,104,1
96,112,1
70,71,1
74,75,1
76,77,1
76,78,1
78,79,1
82,83,1
84,85,1
84,86,1
88,89,1
88,90,1
88,92,1
86,87,1
90,91,1
92,93,1
92,94,1
94,95,1
98,99,1
100,101,1
100,102,1
104,105,1
104,106,1
104,108,1
112,113,1
112,114,1
112,116,1
112,120,1
102,103,1
106,107,1
108,109,1
108,110,1
114,115,1
116,117,1
116,118,1
120,121,1
120,122,1
120,124,1
110,111,1
118,119,1
122,123,1
124,125,1
124,126,1
126,127,1
128,129,1
128,130,1
128,132,1
128,136,1
128,144,1
128,160,1
128,192,1
130,131,1
132,133,1
132,134,1
136,137,1
136,138,1
136,140,1
144,145,1
144,146,1
144,148,1
144,152,1
160,161,1
160,162,1
160,164,1
160,168,1
160,176,1
192,193,1
192,194,1
192,196,1
192,200,1
192,208,1
192,224,1
134,135,1
138,139,1
140,141,1
140,142,1
142,143,1
146,147,1
148,149,1
148,150,1
152,153,1
152,154,1
152,156,1
150,151,1
154,155,1
156,157,1
156,158,1
158,159,1
162,163,1
164,165,1
164,166,1
168,169,1
168,170,1
168,172,1
176,177,1
176,178,1
176,180,1
176,184,1
166,167,1
170,171,1
172,173,1
172,174,1
178,179,1
180,181,1
180,182,1
184,185,1
184,186,1
184,188,1
174,175,1
182,183,1
186,187,1
188,189,1
188,190,1
190,191,1
194,195,1
196,197,1
196,198,1
200,201,1
200,202,1
200,204,1
208,209,1
208,210,1
208,212,1
208,216,1
224,225,1
224,226,1
224,228,1
224,232,1
224,240,1
198,199,1
202,203,1
204,205,1
204,206,1
210,211,1
212,213,1
212,214,1
216,217,1
216,218,1
216,220,1
226,227,1
228,229,1
228,230,1
232,233,1
232,234,1
232,236,1
240,241,1
240,242,1
240,244,1
240,248,1
206,207,1
214,215,1
218,219,1
220,221,1
220,222,1
222,223,1
230,231,1
234,235,1
236,237,1
236,238,1
242,243,1
244,245,1
244,246,1
248,249,1
248,250,1
248,252,1
238,239,1
246,247,1
250,251,1
252,253,1
252,254,1
254,255,1
